stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,0,28.6,32.69,0,0,4.09
72hpf,0,6.42,0,0,0,71.68,13.91,0,0,2.14
21Day,0,33.46,0,0,4.02,95.04,18.74,0,1.34,16.06
3Month,14.72,531.44,5.76,26.24,247.32,40.95,7.36,0.96,14.08,51.51
22Month,130.1,1378.66,10.39,3.83,420.92,53.57,11.48,96.21,29.52,95.12
