stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,4.28,0,3.21,13.91,1.07,7.49
21Day,1.34,1.34,0,13.39,1.34,2.68
22Month,1.09,0,0,0,0,0
