stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,12.26,0,4.09
72hpf,2.14,0,0,0,3.21,0,0
21Day,0,0,0,0,1.34,0,0
3Month,5.76,31.36,0.96,0,0,0.32,1.28
22Month,3.83,20.23,0,0,0.55,0.55,0
