stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,8.17,28.6,0,12.26
72hpf,3.21,0,1.07,1.07,11.77,0,1.07
21Day,12.05,1.34,5.35,0,6.69,0,2.68
3Month,3.2,0.32,0.32,0,0.32,0.32,0
