stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,61.3,0,8.17,12.26,114.42,4.09,28.6
72hpf,28.88,2.14,0,1.07,7.49,0,1.07
21Day,0,1.34,0,0,0,0,0
22Month,2.19,13.67,0,0,0,0,0
