stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,1.07,1.07,0,0,0,5.35,0,0
21Day,0,1.34,2.68,0,0,4.02,0,4.02
3Month,0,6.72,0,0.64,0.32,0,0,0.64
22Month,0,2.73,0,0.55,0,0.55,1.09,0
