stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0
21Day,0,0,26.77,1.34,1.34,1.34
3Month,1.92,8.96,1.28,0.32,0,0.32
22Month,13.12,14.76,3.83,0,1.09,0
