stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,8.17,0,0
72hpf,2.14,0,0,0,2.14,0,0
21Day,13.39,0,0,0,1.34,0,1.34
3Month,8,0,1.92,0.32,0,0.32,0.32
22Month,17.49,1.09,1.09,0,0,0.55,1.09
