stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,3.21,0,0
21Day,0,4.02,1.34,0,1.34,0,0,0
3Month,0.64,12.48,0,34.55,1.6,0,3.2,1.28
22Month,0,8.2,0,2.19,0,0,1.09,0.55
