stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,1.07,0
21Day,2.68,0,0,0,0,1.34
3Month,1.28,0.32,0.64,0,0,0
22Month,4.92,0,2.73,0.55,0,0
