stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,0,0
72hpf,0,0,0,0,2.14,0,0
21Day,0,0,0,0,1.34,0,1.34
3Month,0,4.48,13.76,0.32,0,0.64,0.32
22Month,0.55,6.01,0,0,1.09,0,0
