stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
21Day,0,1.34,0,0,0,0
3Month,0.64,2.88,0.64,1.6,28.16,0.96
22Month,0,6.56,4.37,0,2.73,0.55
