stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,4.09,0
72hpf,0,1.07,0,0,0,0,5.35,0
21Day,0,124.48,1.34,0,2.68,2.68,4.02,4.02
3Month,0,56.63,0,0.64,0.64,0.32,0,0.64
22Month,0.55,8.2,0,1.09,1.64,0,0,0.55
