stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,20.43,0,0,0
72hpf,1.07,0,1.07,10.7,0,0,1.07
21Day,5.35,1.34,0,1.34,0,0,5.35
3Month,3.52,0,0,0,0,0.32,0
22Month,1.64,0.55,0,0,0.55,0,0
