stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,28.6,0,0
72hpf,0,0,0,0,0,2.14,0,0
21Day,0,0,0,0,1.34,1.34,0,0
3Month,0,19.2,10.56,2.88,0.32,0.96,0.64,1.28
22Month,1.09,17.49,0,1.64,0,0,16.95,0.55
