stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,28.6,4.09
72hpf,0,0,0,0,2.14,11.77
21Day,0,0,0,0,1.34,2.68
3Month,0,0.32,0.32,0,0,0
22Month,0.55,2.73,0,0.55,0,0
