stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other
24hpf,0,4.09,0,0,0,12.26,0
72hpf,0,0,0,0,0,1.07,0
3Month,0,0.32,0.32,7.36,0.32,0,0
22Month,0.55,5.47,0,0,0,0,0.55
