stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,20.43,0,0,0,0
72hpf,1.07,0,0,5.35,0
21Day,1.34,0,0,1.34,0
3Month,2.88,18.56,1.28,0,0.64
22Month,0,0.55,0,0,0.55
