stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,28.6,0,0
72hpf,1.07,0,2.14,10.7,1.07,5.35
21Day,0,0,0,5.35,0,12.05
22Month,0,2.73,0,0,0,0
