stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,1.07,6.42,0,2.14
21Day,1.34,4.02,1.34,8.03,0,10.71
3Month,0.64,0,0,0,0.32,0
