stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,20.43,0,0,0,12.26,0,0
72hpf,14.98,0,0,0,4.28,0,18.19
21Day,0,0,2.68,1.34,2.68,1.34,78.97
3Month,2.24,0.32,0,0.32,0,0,5.44
22Month,0.55,0,0,0,0,0,0.55
