stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,8.17,8.17,0,61.3,8.17
72hpf,0,2.14,0,13.91,6.42
21Day,0,5.35,2.68,5.35,2.68
3Month,0,1.28,0.32,0,0.32
22Month,0,1.09,0,0,0
