stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,77.64,4.09,0,0,0
72hpf,0,0,0,16.05,0,0,0,2.14
21Day,2.68,0,1.34,60.23,4.02,0,0,1.34
3Month,0.32,0,0,0,0,0,0.32,0
22Month,2.73,0.55,0.55,0,0,0.55,0,0
