stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,0,8.56,0,1.07,1.07
21Day,0,6.69,1.34,0,0,9.37,0,1.34,1.34
3Month,0,5.12,0,0.32,0.32,0,0,0.32,0
22Month,0.55,14.76,0.55,0,1.64,0,1.09,0.55,1.09
