stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,2.14,0,0,0,1.07,0
21Day,0,1.34,0,0,1.34,2.68
22Month,7.65,0,1.64,0.55,0.55,1.09
