stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,1.07,2.14,0,0,3.21,0,0,2.14
21Day,1.34,2.68,0,1.34,4.02,0,1.34,1.34
3Month,19.2,364.74,4.48,1.28,2.24,0,2.24,4.16
22Month,3.28,68.33,0.55,0,0.55,0.55,0.55,2.19
