stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
21Day,2.68,0,0,0,1.34,0
3Month,70.07,0.96,1.92,0.32,0,0.32
22Month,62.87,0.55,2.19,2.19,0.55,0.55
