stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,20.43,0,4.09,4.09,53.12,0,0,0
72hpf,2.14,0,0,0,5.35,0,0,1.07
21Day,1.34,6.69,1.34,1.34,5.35,0,0,2.68
3Month,11.84,67.19,5.12,0.32,0.96,0,1.28,5.44
22Month,6.01,22.96,1.64,0,1.09,0.55,0,4.37
