stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,24.52,0,0,12.26
72hpf,0,2.14,1.07,0,0,58.84,0,0,8.56
21Day,0,0,0,0,2.68,44.17,1.34,1.34,9.37
3Month,0,0.32,0,0,0.32,0,0,0,0.96
22Month,1.09,1.64,0,1.09,0,0,0.55,0.55,0.55
