stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,0,0,0,0
72hpf,0,0,0,0,0,0,1.07
21Day,14.72,0,0,0,0,2.68,1.34
3Month,0,0,0.64,0.32,0.32,0,0
