stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,1.07,41.72,1.07,0
21Day,5.35,0,0,20.08,0,1.34
3Month,5.44,0.96,0,0,0.64,0
22Month,5.47,0.55,0,0,0,0
