stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0,0
72hpf,0,6.42,0,0,1.07,3.21,0,0
21Day,0,8.03,0,5.35,1.34,2.68,2.68,0
3Month,0.32,10.24,0.64,6.08,0.64,0.64,0,1.6
22Month,0.55,3.28,0,2.19,0,0,0,0
