stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,73.56,0,0,0,0,0,0
72hpf,150.84,0,0,0,17.12,0,5.35
21Day,247.63,1.34,0,9.37,8.03,0,8.03
3Month,6.08,0,2.24,1.28,0.32,0.32,0
22Month,8.2,0,0,0.55,0.55,0,0
