stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,0,0,0,6.42,0,0,29.95
21Day,0,0,0,5.35,0,0,26.77
3Month,2.88,2.56,1.28,0.32,0,0.32,1.92
22Month,12.03,0,2.73,3.28,0.55,0.55,0.55
