stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Stromal
72hpf,0,1.07,0,0,0,0,1.07
21Day,0,14.72,0,0,1.34,0,1.34
3Month,0.64,27.52,0.64,2.24,6.72,0.64,1.28
22Month,0,8.75,0,0,3.83,0,0
