stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,4.09,0,12.26,0,0
72hpf,2.14,0,35.3,0,4.28
21Day,1.34,0,10.71,0,2.68
22Month,1.09,0.55,0,33.89,0
