stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,1.34,1.34,0,21.42,1.34,0
3Month,5.76,0,0.64,27.2,0.32,0.32
22Month,8.2,0,0,0.55,0,0
