stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,16.35,0,0,4.09,4.09,77.64,0,0,16.35
72hpf,0,4.28,2.14,0,0,1.07,13.91,0,0,2.14
21Day,0,8.03,8.03,0,2.68,0,12.05,0,1.34,5.35
3Month,0,16,0,16,8.64,2.88,0.96,0.32,1.28,5.44
22Month,0.55,7.65,0,1.64,5.47,1.09,0.55,1.09,1.09,0
