stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,93.99,1360.77,4.09,0,118.51,388.21,1679.51,0,4.09,817.28
72hpf,148.7,2465.87,49.21,1.07,36.37,874.02,3207.23,23.54,23.54,2192
21Day,133.85,3057.21,107.08,21.42,669.27,1193.97,1406.8,2.68,163.3,1772.22
3Month,201.25,3617.35,31.99,220.13,1266.04,728.52,156.46,20.16,99.5,1194.69
22Month,322.53,3287.03,41.55,118.08,2505.32,447.16,208.82,419.83,118.08,1102.06
