stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,2.14,0,0,0,0,1.07,0,0
21Day,5.35,4.02,0,2.68,0,9.37,1.34,0
3Month,137.26,0,22.08,3.84,0.96,0.32,1.28,1.28
22Month,10.93,0,0.55,1.64,0.55,0,0,0
