stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,20.43,0,0,0,204.32,0,0,114.42
72hpf,4.28,37.44,3.21,0,5.35,26.74,0,0,215.03
21Day,2.68,21.42,5.35,2.68,12.05,18.74,0,5.35,187.39
3Month,0,2.56,0,0,0,0,0,0,2.56
22Month,0,3.83,0.55,1.64,0,0,1.09,0,3.28
