stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,237.01,0,4.09
72hpf,2.14,3.21,0,1.07,71.68,0,5.35
21Day,0,2.68,1.34,1.34,30.79,1.34,4.02
