stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,4.28,0,1.07
21Day,1.34,0,0,0,0,0
3Month,0.96,0,0.64,0,0,0
22Month,4.92,0.55,1.64,0,0.55,0.55
