stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,0,0,0,0,2.68,0,0
3Month,0.64,0.64,0.64,0.32,6.72,0,0
22Month,2.73,0,1.09,0,0,0.55,0.55
