stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,0,0,0,0,1.07,0
21Day,0,1.34,0,0,1.34,1.34
3Month,1.92,0,17.6,1.28,0,0.64
22Month,2.73,0,0,1.09,0,0.55
