stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,0,4.09,0,0,4.09
72hpf,0,0,0,3.21,2.14
21Day,0,0,0,1.34,0
3Month,0.32,0,0.64,0,0
