stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,49.04,0,0,28.6,0,44.95
72hpf,2.14,0,0,1.07,0,9.63
21Day,0,0,1.34,0,1.34,2.68
3Month,0,0.64,0.32,0,0,0
