stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,12.26,0
72hpf,6.42,1.07,0,0,0,4.28,5.35
21Day,20.08,1.34,0,0,0,2.68,12.05
3Month,9.92,0,3.2,0.64,0.96,3.84,1.6
