stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,30.79,1.34,1.34,0,5.35,2.68
3Month,25.6,0,0.32,0.32,0,0.32
22Month,152.52,0,4.92,4.37,0.55,0.55
