stage,Epithelial,Germ,Neuron,Stromal
24hpf,12.26,0,0,0
72hpf,0,0,9.63,2.14
21Day,0,0,2.68,0
3Month,2.56,1.28,0.64,0
22Month,1.09,0,0,0
