stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,1.07,1.07,0,1.07,12.84,0,1.07
21Day,2.68,0,0,0,25.43,0,0
3Month,0.64,0,0,0,0,0.32,0
22Month,4.37,0,1.09,0,0,0,0.55
