stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,2.14,0,0,0,0,0,0
3Month,5.76,8.32,0.64,0.32,0.32,0,0.32
22Month,5.47,0,0.55,1.09,0,0.55,1.64
