stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,53.12,4.09,0,4.09
72hpf,5.35,0,0,3.21,18.19,0,0,6.42
21Day,4.02,2.68,2.68,0,12.05,0,2.68,4.02
3Month,0.64,0,0,0,0,0,0.32,0
22Month,1.09,0,0,0,0,0,0,0
