stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,0,0,0
72hpf,0,1.07,1.07,0,0,0,0,2.14
21Day,0,1.34,0,2.68,0,1.34,0,1.34
3Month,0,1.92,0,0.32,0,0,0,0.32
22Month,1.09,21.87,0.55,1.09,0.55,0,2.73,1.64
