stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,16.35,8.17,0,0,8.17
72hpf,5.35,0,0,0,0,2.14,1.07,0,0
21Day,5.35,0,1.34,2.68,0,1.34,0,0,0
3Month,64.63,0.32,8.96,1.92,1.6,0,0,0.32,2.56
22Month,324.71,2.73,4.37,4.37,1.09,0.55,10.39,3.28,2.19
