stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,1.07,0,0
21Day,0,2.68,0,1.34,2.68,2.68
3Month,0,0.64,0,0,0.32,0
22Month,0.55,1.09,4.37,0,0,0.55
