stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,4.09,0,0,12.26,0
72hpf,0,0,0,4.28,1.07
21Day,0,1.34,0,4.02,0
22Month,0,1.64,0.55,0,0.55
