stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,1.07,0,0,0
3Month,5.44,0.96,0.32,0,0,0,0.64
22Month,11.48,0.55,0,0,0.55,0.55,0
