stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,0,1.07,0,0,0,26.74,0,1.07
21Day,0,0,0,0,4.02,9.37,1.34,0
3Month,0,4.16,0.32,13.76,1.28,1.92,0.64,0.32
22Month,0.55,3.28,0,0,1.09,0.55,0.55,0
