stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,4.09,0
72hpf,23.54,1.07,0,0,10.7,0,1.07
21Day,34.8,0,0,0,42.83,0,4.02
3Month,1.6,0,0.64,0.32,20.8,0,0
22Month,3.28,0,0,0,38.81,0,1.64
