stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,12.26,0,0,0,4.09,8.17,0,4.09
72hpf,0,2.14,1.07,0,0,5.35,0,0,3.21
21Day,0,2.68,0,0,0,1.34,0,1.34,1.34
3Month,0.32,14.72,0.32,43.51,3.2,0.64,0,0,2.24
22Month,0.55,1.09,0,0,0.55,0,0.55,0,0.55
