stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,7.49,0,0,0,1.07,5.35,0,0
21Day,0,0,0,0,0,0,1.34,0
3Month,11.84,0,1.6,0.32,0.32,0,0.32,0.64
22Month,6.56,2.73,0,0.55,0.55,0,1.09,0
