stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
72hpf,0,1.07,0,0,0,1.07
21Day,0,1.34,0,0,0,0
3Month,0.32,4.16,1.6,0.32,0.32,0.32
