stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,4.09,4.09,0
72hpf,0,3.21,0,0,0,3.21,0,6.42
21Day,0,4.02,1.34,0,1.34,1.34,0,1.34
3Month,0,5.76,0,1.28,0.96,0,0,1.92
22Month,1.09,15.31,0.55,2.73,2.19,0.55,0.55,2.73
